date,close,open,high,low
07/08/2024 16:00,56125.47000000,56094.51000000,56290.42000000,55800.03000000
07/08/2024 17:00,55570.59000000,56125.48000000,56300.00000000,55435.00000000
07/08/2024 18:00,54805.01000000,55570.59000000,55623.48000000,54676.35000000
07/08/2024 19:00,54759.22000000,54805.01000000,55152.15000000,54682.36000000
07/08/2024 20:00,55141.31000000,54760.97000000,55297.46000000,54643.02000000
07/08/2024 21:00,55416.00000000,55141.31000000,55566.24000000,54868.95000000
07/08/2024 22:00,55284.01000000,55416.00000000,55464.32000000,54558.62000000
07/08/2024 23:00,55134.16000000,55284.00000000,55434.57000000,54926.97000000
08/08/2024 00:00,55300.00000000,55133.76000000,55370.07000000,54730.00000000
08/08/2024 01:00,56868.00000000,55300.00000000,57381.36000000,55270.35000000
08/08/2024 02:00,57364.00000000,56868.00000000,57636.36000000,56822.00000000
08/08/2024 03:00,57049.74000000,57364.00000000,57636.35000000,57046.00000000
08/08/2024 04:00,56765.34000000,57049.74000000,57234.11000000,56670.47000000
08/08/2024 05:00,56955.62000000,56765.35000000,57019.62000000,56714.52000000
08/08/2024 06:00,57216.00000000,56955.62000000,57352.13000000,56794.35000000
08/08/2024 07:00,57193.49000000,57216.00000000,57434.35000000,57122.00000000
08/08/2024 08:00,57230.00000000,57193.48000000,57382.51000000,57100.69000000
08/08/2024 09:00,57339.19000000,57230.00000000,57495.00000000,56978.52000000
08/08/2024 10:00,57377.09000000,57339.20000000,57558.00000000,57197.43000000
08/08/2024 11:00,57320.51000000,57377.10000000,57670.04000000,57252.11000000
08/08/2024 12:00,57924.62000000,57320.51000000,58486.02000000,57000.00000000
08/08/2024 13:00,57266.73000000,57924.63000000,58255.00000000,56700.00000000
08/08/2024 14:00,58922.25000000,57266.73000000,58998.98000000,57168.71000000
08/08/2024 15:00,59428.03000000,58922.25000000,59505.00000000,58640.00000000
08/08/2024 16:00,59568.56000000,59428.03000000,59863.00000000,59354.45000000
08/08/2024 17:00,59469.88000000,59568.57000000,59854.53000000,59272.21000000
08/08/2024 18:00,59328.09000000,59469.89000000,59696.44000000,59317.89000000
08/08/2024 19:00,59414.51000000,59328.10000000,59819.60000000,59237.59000000
08/08/2024 20:00,59506.29000000,59414.52000000,59683.50000000,59297.34000000
08/08/2024 21:00,61173.69000000,59506.30000000,61355.66000000,59500.00000000
08/08/2024 22:00,62332.00000000,61170.44000000,62530.00000000,60621.22000000
08/08/2024 23:00,61685.99000000,62332.00000000,62745.14000000,61583.22000000
09/08/2024 00:00,61214.00000000,61686.00000000,61744.37000000,61086.95000000
09/08/2024 01:00,61400.00000000,61214.01000000,61550.08000000,60720.00000000
09/08/2024 02:00,61235.51000000,61400.00000000,61461.03000000,61147.88000000
09/08/2024 03:00,61358.39000000,61235.51000000,61573.27000000,61171.86000000
09/08/2024 04:00,60720.01000000,61358.39000000,61390.70000000,60720.00000000
09/08/2024 05:00,60989.00000000,60720.01000000,60998.00000000,60588.63000000
09/08/2024 06:00,60890.01000000,60988.99000000,61113.50000000,60734.87000000
09/08/2024 07:00,60863.57000000,60890.01000000,61225.00000000,60750.52000000
09/08/2024 08:00,61095.73000000,60863.58000000,61110.96000000,60600.34000000
09/08/2024 09:00,60759.99000000,61095.73000000,61210.31000000,60718.21000000
09/08/2024 10:00,60600.01000000,60760.00000000,60847.99000000,60170.16000000
09/08/2024 11:00,60655.24000000,60600.01000000,60797.75000000,60362.29000000
09/08/2024 12:00,60551.99000000,60655.25000000,60800.00000000,60236.00000000
09/08/2024 13:00,60450.01000000,60551.99000000,60757.83000000,59800.00000000
09/08/2024 14:00,60341.07000000,60450.02000000,61115.11000000,59535.00000000
09/08/2024 15:00,59810.23000000,60346.98000000,60587.24000000,59800.00000000
09/08/2024 16:00,60432.65000000,59810.24000000,60450.00000000,59700.00000000
09/08/2024 17:00,60197.50000000,60432.65000000,60747.53000000,60153.01000000
09/08/2024 18:00,60314.23000000,60197.50000000,60368.42000000,59835.38000000
09/08/2024 19:00,60681.42000000,60314.23000000,60750.00000000,60116.00000000
09/08/2024 20:00,60745.96000000,60681.79000000,60986.03000000,60526.66000000
09/08/2024 21:00,60732.01000000,60745.96000000,60866.65000000,59909.16000000
09/08/2024 22:00,60763.58000000,60732.00000000,60985.00000000,60289.53000000
09/08/2024 23:00,60837.99000000,60763.59000000,60927.95000000,60348.74000000
10/08/2024 00:00,60541.92000000,60837.99000000,61470.58000000,60495.56000000
10/08/2024 01:00,60464.00000000,60541.91000000,60963.00000000,60459.00000000
10/08/2024 02:00,60536.25000000,60464.01000000,60723.18000000,60287.51000000
10/08/2024 03:00,60437.84000000,60536.25000000,60536.25000000,60266.03000000
10/08/2024 04:00,60413.49000000,60437.85000000,60440.01000000,60242.00000000
10/08/2024 05:00,60355.46000000,60413.50000000,60469.50000000,60330.32000000
10/08/2024 06:00,60458.00000000,60355.46000000,60510.54000000,60330.00000000
10/08/2024 07:00,60842.00000000,60458.01000000,60851.91000000,60458.01000000
10/08/2024 08:00,60733.58000000,60842.01000000,60900.43000000,60601.96000000
10/08/2024 09:00,60896.50000000,60733.59000000,61116.65000000,60733.58000000
10/08/2024 10:00,60788.01000000,60896.50000000,61010.52000000,60646.00000000
10/08/2024 11:00,60920.88000000,60788.01000000,61008.00000000,60757.62000000
10/08/2024 12:00,60722.81000000,60920.88000000,60949.99000000,60717.03000000
10/08/2024 13:00,60431.56000000,60722.82000000,60744.00000000,60425.00000000
10/08/2024 14:00,60585.38000000,60431.57000000,60676.55000000,60400.00000000
10/08/2024 15:00,60515.89000000,60585.39000000,60750.00000000,60504.11000000
10/08/2024 16:00,60672.59000000,60515.90000000,60709.99000000,60400.00000000
10/08/2024 17:00,60767.80000000,60672.59000000,60860.92000000,60549.31000000
10/08/2024 18:00,60953.38000000,60767.81000000,61196.63000000,60735.28000000
10/08/2024 19:00,61016.45000000,60954.00000000,61140.00000000,60840.57000000
10/08/2024 20:00,60986.19000000,61016.44000000,61108.74000000,60902.07000000
10/08/2024 21:00,61075.99000000,60986.19000000,61160.00000000,60966.00000000
10/08/2024 22:00,60930.27000000,61076.00000000,61076.00000000,60884.89000000
10/08/2024 23:00,60923.51000000,60930.27000000,60940.72000000,60757.39000000
11/08/2024 00:00,61095.15000000,60923.51000000,61243.99000000,60892.00000000
11/08/2024 01:00,61112.10000000,61095.16000000,61160.91000000,60949.27000000
11/08/2024 02:00,61026.78000000,61112.11000000,61133.72000000,60977.95000000
11/08/2024 03:00,61085.01000000,61026.77000000,61382.73000000,61023.99000000
11/08/2024 04:00,60895.99000000,61085.01000000,61145.82000000,60881.36000000
11/08/2024 05:00,61114.29000000,60895.99000000,61150.00000000,60882.04000000
11/08/2024 06:00,61120.01000000,61114.29000000,61163.90000000,61013.49000000
11/08/2024 07:00,61257.00000000,61120.01000000,61271.43000000,61092.85000000
11/08/2024 08:00,61260.42000000,61257.00000000,61426.97000000,61158.00000000
11/08/2024 09:00,61110.00000000,61260.43000000,61858.00000000,61001.01000000
11/08/2024 10:00,61037.63000000,61110.00000000,61263.14000000,60946.11000000
11/08/2024 11:00,60669.15000000,61037.64000000,61063.02000000,60425.00000000
11/08/2024 12:00,60492.09000000,60669.14000000,60700.00000000,60228.21000000
11/08/2024 13:00,60457.54000000,60492.10000000,60640.94000000,60167.22000000
11/08/2024 14:00,60350.00000000,60457.54000000,60761.09000000,60200.00000000
11/08/2024 15:00,60127.29000000,60350.00000000,60431.58000000,59941.00000000
11/08/2024 16:00,60182.20000000,60127.29000000,60288.01000000,59986.00000000
11/08/2024 17:00,60265.07000000,60182.20000000,60350.00000000,60015.38000000
11/08/2024 18:00,60263.11000000,60265.07000000,60345.88000000,60117.06000000
11/08/2024 19:00,59621.11000000,60263.11000000,60274.94000000,59542.57000000
11/08/2024 20:00,58504.92000000,59621.11000000,59674.38000000,58286.73000000
11/08/2024 21:00,59009.80000000,58504.91000000,59087.00000000,58317.00000000
11/08/2024 22:00,58996.00000000,59009.79000000,59349.04000000,58525.08000000
11/08/2024 23:00,58712.59000000,58996.01000000,59021.66000000,58700.01000000
12/08/2024 00:00,58450.00000000,58712.59000000,59088.33000000,58100.06000000
12/08/2024 01:00,58584.01000000,58450.01000000,58798.69000000,58278.46000000
12/08/2024 02:00,58717.25000000,58584.02000000,58760.45000000,58310.00000000
12/08/2024 03:00,58509.50000000,58717.24000000,58818.78000000,58443.76000000
12/08/2024 04:00,58523.83000000,58509.50000000,58680.00000000,58363.08000000
12/08/2024 05:00,58571.57000000,58523.83000000,58693.02000000,58400.00000000
12/08/2024 06:00,58403.76000000,58571.57000000,58638.00000000,58124.15000000
12/08/2024 07:00,58674.61000000,58403.76000000,58984.85000000,57642.21000000
12/08/2024 08:00,58317.43000000,58674.62000000,59025.66000000,58240.51000000
